id,name,password,curfoudrisingamount,closedfoundrisingamount,fund_balance,income_history,outcome_history,volunteer_amount
80,Littel LLC,5zXGvWIZJ,0,0,"$5,872,643.48","$5,872,643.48",$0.00,98
107,Reichert Group,CzoTtt,1,0,"$3,052,643.35","$3,052,643.35",$0.00,3
82,Kunde and Sons,IOEqds448krM,1,0,"$6,950,806.56","$6,950,806.56",$0.00,90
92,"Johns, Donnelly and DuBuque",s9dY1W,0,0,"$5,471,023.71","$5,471,023.71",$0.00,99
94,Ratke-Bruen,Mesdtr8MBx1j,2,0,"$5,003,705.10","$5,003,705.10",$0.00,16
49,Senger LLC,jW6IvC6WV,1,0,"$3,083,256.00","$3,083,256.00",$0.00,20
106,"Mayert, Pagac and Torphy",9Kxugl,0,0,"$6,401,475.36","$6,401,475.36",$0.00,29
73,Beatty LLC,Owt58RleKY2T,2,0,"$6,392,739.33","$6,392,739.33",$0.00,52
105,Aufderhar Group,ICZPPCJj9w6q,1,0,"$2,819,664.00","$2,819,664.00",$0.00,76
98,Ruecker-Hand,AQSmPc0nqH,3,0,"$349,387.81","$349,387.81",$0.00,0
91,Lang Group,fG0P6jDWGQc,2,0,"$7,618,564.21","$7,618,564.21",$0.00,54
5,O'Conner LLC,bywgKO3RT,0,0,"$4,797,322.22","$4,797,322.22",$0.00,25
83,"Johns, Schinner and O'Connell",UYDzzNWXL,1,0,"$8,634,906.74","$8,634,906.74",$0.00,71
53,"Hayes, Schulist and Carter",T4tA2CPiVDp,1,0,"$7,546,853.28","$7,546,853.28",$0.00,56
65,"Paucek, Reinger and Goldner",NKTdQSaNhQJ,1,0,"$59,694.75","$59,694.75",$0.00,3
112,Schuster Group,cvIMVTiUKt,0,0,"$5,884,576.03","$5,884,576.03",$0.00,75
101,Robel-Muller,Or9qPDal,1,0,"$2,474,946.45","$2,474,946.45",$0.00,51
115,Feeney Group,F9Wlrv0A,0,0,"$2,697,296.11","$2,697,296.11",$0.00,71
12,Lehner Group,3eU6oLaxLqo,1,0,"$1,177,218.60","$1,177,218.60",$0.00,64
4,"Bins, Robel and Bartoletti",VyenXq,4,0,"$2,384,490.47","$2,384,490.47",$0.00,91
6,Hirthe-Cronin,4KFg2l2tbFKF,1,0,"$7,285,537.91","$7,285,537.91",$0.00,45
77,Yundt-Senger,WGcheQyOUG,0,0,"$2,828,346.16","$2,828,346.16",$0.00,84
1,Bergstrom LLC,CRXEDMQUe,0,0,"$811,711.88","$811,711.88",$0.00,16
100,Grimes and Sons,dlWih7Z,1,0,"$4,069,407.64","$4,069,407.64",$0.00,68
119,Kuvalis and Sons,3NJBPOfpJ,3,0,"$4,950,989.05","$4,950,989.05",$0.00,37
200,"Koelpin, Kub and Koelpin",TJPhgqkQ,0,0,"$45,066.40","$45,066.40",$0.00,8
133,Bechtelar Inc,gVM0LEIYgwfv,3,0,"$3,026,931.28","$3,026,931.28",$0.00,64
157,Legros LLC,Yvvd2rdOhqb,0,0,"$6,395,691.95","$6,395,691.95",$0.00,38
136,Graham-Buckridge,66BWgSxKk,1,0,"$4,512,360.44","$4,512,360.44",$0.00,10
181,"Dare, Rippin and Wehner",kJYNv3,1,0,"$6,903,977.02","$6,903,977.02",$0.00,87
116,Ziemann-Keeling,ihfjsPx,0,0,"$532,769.75","$532,769.75",$0.00,84
128,Bernhard-Goldner,lXFGhPga,3,0,"$1,936,338.50","$1,936,338.50",$0.00,22
134,Wehner and Sons,jvoFzAnUBpM,2,0,"$1,716,448.76","$1,716,448.76",$0.00,0
124,Feest-Hauck,azbwPLe8Bq,1,0,"$3,286,493.30","$3,286,493.30",$0.00,50
169,Macejkovic LLC,fMRsDrLU,2,0,"$8,985,557.30","$8,985,557.30",$0.00,63
162,"Bruen, Spinka and Halvorson",xLUUMN,2,0,"$3,542,608.33","$3,542,608.33",$0.00,85
129,Brown Inc,rgez0y9P,2,0,"$2,326,187.75","$2,326,187.75",$0.00,95
176,Lueilwitz and Sons,F0nz1Y,2,0,"$4,295,456.24","$4,295,456.24",$0.00,22
216,Padberg Inc,UZhRARjY,0,0,"$4,997,700.28","$4,997,700.28",$0.00,51
125,"Kihn, Dickens and Graham",SRa9Kg1,0,0,"$4,017,337.79","$4,017,337.79",$0.00,32
120,Collier-Wunsch,GnVFxj0va,0,0,"$4,536,275.21","$4,536,275.21",$0.00,2
118,Hoppe-Sporer,kImlFen6hlWw,0,0,"$491,164.19","$491,164.19",$0.00,24
147,Waters-West,deRnFL8Zl8I0,1,0,"$3,331,886.35","$3,331,886.35",$0.00,74
144,"Hartmann, Cassin and Bosco",qoBodz6,2,0,"$898,025.53","$898,025.53",$0.00,21
182,Bechtelar-Spinka,JNCYlZ8k,1,0,"$1,879,765.69","$1,879,765.69",$0.00,49
151,"Cormier, Goyette and King",lwCjp7CC1,0,0,"$3,981,877.13","$3,981,877.13",$0.00,78
192,Kessler-Kihn,YShiszZM4fC,0,0,"$4,296,199.92","$4,296,199.92",$0.00,49
179,Wehner-Fisher,9qW153g9UfAO,1,0,"$5,224,703.85","$5,224,703.85",$0.00,34
142,Larson Group,q7RQxQIQ,0,0,"$5,704,834.91","$5,704,834.91",$0.00,63
140,"Walter, Nader and King",q16arm6It,0,0,"$120,320.15","$120,320.15",$0.00,7
141,Hoppe-Kerluke,l8lD6rfw,2,0,"$7,366,883.36","$7,366,883.36",$0.00,40
132,"Turcotte, Lynch and Gibson",u7vQztefxi,1,0,"$8,380,126.05","$8,380,126.05",$0.00,1
172,Wehner-Orn,BFn6p5,2,0,"$5,640,963.01","$5,640,963.01",$0.00,81
168,Bartoletti-O'Hara,yI2ffnP,0,0,"$4,734,635.52","$4,734,635.52",$0.00,94
183,"Howe, Rippin and Donnelly",zimpZ5HS,1,0,"$7,791,268.42","$7,791,268.42",$0.00,89
160,McLaughlin LLC,ws6b49i6ek1,0,0,"$7,529,322.15","$7,529,322.15",$0.00,97
127,Shields Inc,XHhBoz43,0,0,"$8,312,417.64","$8,312,417.64",$0.00,78
123,Nader Group,gTRXLTweZHV5,2,0,"$6,249,131.78","$6,249,131.78",$0.00,28
201,Denesik-Lehner,iysMUoDZc7p,0,0,"$2,913,215.24","$2,913,215.24",$0.00,1
146,"Dickens, Haley and Yost",febTTx,2,0,"$4,527,181.12","$4,527,181.12",$0.00,12
178,Stokes-Mayer,pVyPF5RkmTs,0,0,"$4,942,585.73","$4,942,585.73",$0.00,58
137,"Ebert, Marvin and Stoltenberg",fqw1cG,1,0,"$293,006.89","$293,006.89",$0.00,91
193,Yundt-Adams,g49MZWBV,0,0,"$7,204,178.62","$7,204,178.62",$0.00,50
177,Reichel-Quitzon,T2a5D7qEGvm,2,0,"$1,770,096.39","$1,770,096.39",$0.00,51
159,Upton Inc,elHAmHQgigYd,3,0,"$7,208,428.71","$7,208,428.71",$0.00,78
150,Dooley Group,255myuWWCFdu,1,0,"$6,529,244.90","$6,529,244.90",$0.00,92
145,Ward LLC,dyy4EwQ4yR,0,0,"$6,234,534.93","$6,234,534.93",$0.00,96
165,Wolff LLC,i8Ht9m7xKpx,1,0,"$3,809,850.81","$3,809,850.81",$0.00,64
149,Lindgren-Kilback,zHp9glx9F,1,0,"$2,751,074.03","$2,751,074.03",$0.00,61
152,"Hickle, Wilkinson and Block",4wAR7SDOS6,0,0,"$6,646,782.31","$6,646,782.31",$0.00,1
171,Feeney-Maggio,tJxUU9vJdI8,1,0,"$7,137,242.07","$7,137,242.07",$0.00,92
122,"Kling, Hegmann and Denesik",FHbMW3feRUAM,2,0,"$5,160,378.18","$5,160,378.18",$0.00,31
153,Koelpin-Turner,GucxAm,0,0,"$2,583,206.48","$2,583,206.48",$0.00,43
184,Bogan Group,w3PDKtieDhB,1,0,"$6,804,230.04","$6,804,230.04",$0.00,34
175,Wilderman and Sons,oSYqBONV,0,0,"$6,779,376.26","$6,779,376.26",$0.00,28
138,"Gaylord, Lowe and Gaylord",liIcdZOz,0,0,"$1,612,430.06","$1,612,430.06",$0.00,5
166,"Becker, Heaney and Bogisich",u1DYtT6,1,0,"$3,122,655.00","$3,122,655.00",$0.00,92
251,Smith LLC,X3vnDci6,1,0,"$3,507,920.03","$3,507,920.03",$0.00,79
117,Barrows-Tromp,PHEMn67Ha,0,0,"$4,477,692.59","$4,477,692.59",$0.00,96
155,"Thiel, Langworth and Tremblay",PoWu2K7uLFK,2,0,"$4,613,276.77","$4,613,276.77",$0.00,9
180,Yundt LLC,CPH3SZWT,1,0,"$8,316,720.95","$8,316,720.95",$0.00,85
135,Gerhold-Marvin,cFoYblMs,1,0,"$2,634,297.03","$2,634,297.03",$0.00,46
143,Walsh-Lehner,kzkZGX,3,0,"$6,252,520.85","$6,252,520.85",$0.00,5
154,Schroeder-Homenick,LwS1Pmfb,0,0,"$6,464,869.95","$6,464,869.95",$0.00,72
148,Gerlach Group,bT8VksHS,0,0,"$2,020,401.11","$2,020,401.11",$0.00,98
126,Kuhn and Sons,dSPNV1z,2,0,"$7,528,281.39","$7,528,281.39",$0.00,62
113,Walker LLC,Ep3HBllBIvn,1,0,"$2,735,042.60","$2,735,042.60",$0.00,82
187,"Greenholt, Volkman and Reilly",5GlYRoI,3,0,"$4,782,954.23","$4,782,954.23",$0.00,91
139,"Heathcote, Gutmann and Sanford",XJr21F,2,0,"$41,051.33","$41,051.33",$0.00,53
164,Welch-Streich,oYwLPF4ew5OF,1,0,"$7,370,375.91","$7,370,375.91",$0.00,67
207,"Metz, Kemmer and Jaskolski",xvvmaTDLOVn,0,0,"$726,950.16","$726,950.16",$0.00,10
167,"Cummings, Orn and Farrell",Coh5iee,0,0,"$4,658,984.09","$4,658,984.09",$0.00,4
158,"Fritsch, O'Conner and O'Keefe",gY51BK,1,0,"$6,247,164.52","$6,247,164.52",$0.00,27
161,"Hansen, Toy and Runolfsson",nZZKkmzXFN,2,0,"$637,212.81","$637,212.81",$0.00,76
156,"Bednar, Purdy and Lindgren",k84WeTF4c,0,0,"$7,624,395.40","$7,624,395.40",$0.00,34
170,Howe Inc,RvmZ2O,0,0,"$113,494.75","$113,494.75",$0.00,52
186,Daniel Inc,627r1pn,0,0,"$4,290,640.96","$4,290,640.96",$0.00,47
247,"Hilpert, Gleason and Mueller",LyYqrw,2,0,"$7,626,423.71","$7,626,423.71",$0.00,7
253,"Lynch, Bernier and MacGyver",Vvyvi7Gz,2,0,"$7,796,491.62","$7,796,491.62",$0.00,82
209,"Johnson, Carroll and Reilly",YIjOii7U4F,2,0,"$5,636,792.72","$5,636,792.72",$0.00,81
208,Kuphal Inc,jjuTiuKo4B,3,0,"$3,760,604.36","$3,760,604.36",$0.00,7
303,Hickle Group,OjhwZul,0,0,"$6,948,078.86","$6,948,078.86",$0.00,58
313,O'Conner Inc,4NmfgaNL7,0,0,"$922,681.17","$922,681.17",$0.00,39
245,Lynch-Ankunding,UgG995ht,1,0,"$4,346,905.80","$4,346,905.80",$0.00,100
252,"Sipes, Herman and Connelly",VOqp1Zm,0,0,"$1,500,496.36","$1,500,496.36",$0.00,27
194,Thompson-Ortiz,B0bKYq,1,0,"$1,344,417.62","$1,344,417.62",$0.00,70
235,McDermott Group,NN8IDCkdB,1,0,"$5,648,105.65","$5,648,105.65",$0.00,98
217,"Johnston, Johnston and Kuphal",q6iNwBML,1,0,"$844,373.84","$844,373.84",$0.00,34
274,"Murazik, Effertz and Koch",pmKSWP,0,0,"$4,276,315.02","$4,276,315.02",$0.00,87
288,Kling Group,0EJXKMftf348,0,0,"$7,361,980.24","$7,361,980.24",$0.00,79
196,"Klein, O'Conner and Hilpert",st8HLoz,2,0,"$5,230,642.92","$5,230,642.92",$0.00,87
226,"Jaskolski, Stracke and Nikolaus",7b4LuFPJ,1,0,"$7,873,424.73","$7,873,424.73",$0.00,12
283,"Macejkovic, Hand and Batz",rhRwOrZZN,0,0,"$5,519,809.92","$5,519,809.92",$0.00,31
280,Hauck-Bauch,sBqGivhN2,0,0,"$3,497,268.43","$3,497,268.43",$0.00,19
255,Kiehn Inc,nfr4V6Tkm,1,0,"$4,012,610.00","$4,012,610.00",$0.00,32
205,"Gaylord, Boehm and Mraz",yoybw2U3kY3,1,0,"$7,692,661.70","$7,692,661.70",$0.00,78
236,Roob-Schoen,4pGDtoWKZ,1,0,"$278,399.18","$278,399.18",$0.00,86
261,Fisher-Osinski,AvKrPRgJ1q8,3,0,"$2,017,229.71","$2,017,229.71",$0.00,43
224,Kihn-Sawayn,U5uqbnYm,1,0,"$1,122,470.62","$1,122,470.62",$0.00,92
229,Pacocha and Sons,vCDm3mvZnY,0,0,"$5,245,884.61","$5,245,884.61",$0.00,78
316,Gaylord LLC,1BNjKXptT1Y,0,0,"$1,667,038.05","$1,667,038.05",$0.00,39
260,"Wehner, MacGyver and Sauer",4W55rf,0,0,"$1,836,340.90","$1,836,340.90",$0.00,45
241,"Larkin, Conn and Bosco",326rMS9vKel,2,0,"$7,522,170.13","$7,522,170.13",$0.00,88
263,Kuphal LLC,uZOOgiUvoPt,1,0,"$5,425,237.91","$5,425,237.91",$0.00,16
302,Will Group,8Cm6ox8,0,0,"$7,032,324.57","$7,032,324.57",$0.00,78
239,"Witting, Rogahn and Beahan",4jcPSbYCfjfm,1,0,"$7,057,554.47","$7,057,554.47",$0.00,22
225,Hessel Inc,Q29Fux,1,0,"$6,487,926.15","$6,487,926.15",$0.00,72
213,Rodriguez Inc,F5iW1jAbSVbf,1,0,"$3,031,507.35","$3,031,507.35",$0.00,2
250,"Stokes, Christiansen and Franecki",AzFMcmlsrKy,1,0,"$549,283.08","$549,283.08",$0.00,18
211,Botsford-Kutch,JIARTtG96,3,0,"$1,196,035.55","$1,196,035.55",$0.00,24
191,Quigley and Sons,Wr7cIm5HNvqp,1,0,"$5,421,830.68","$5,421,830.68",$0.00,26
204,Shields-Romaguera,3EmJbRELiDHU,2,0,"$7,828,376.17","$7,828,376.17",$0.00,82
203,West LLC,BZB6Ig,3,0,"$1,812,199.12","$1,812,199.12",$0.00,27
278,"Schultz, Carter and Rempel",YIBB2tx,0,0,"$709,261.91","$709,261.91",$0.00,67
222,Rau-Friesen,4nGk65T,1,0,"$8,477,615.80","$8,477,615.80",$0.00,46
246,"Treutel, Keebler and Jacobs",nJkxA4EP,1,0,"$1,236,631.69","$1,236,631.69",$0.00,57
264,Dickinson-Kling,Uksb9M85,0,0,"$4,676,146.35","$4,676,146.35",$0.00,66
257,Kub Group,itdAmiRICsKq,0,0,"$8,031,556.23","$8,031,556.23",$0.00,37
