id,username,password,balance,charitySum,closedFingAmount
158,pevered4d,WDUrcPyTHSKo,$50000.00,0,0
159,aferney4e,7kcMlQa1zY,$50000.00,0,0
160,emussen4f,5hULOkAW,$50000.00,0,0
161,tsyvret4g,mj03Kei,$50000.00,0,0
162,blovekin4h,Rc6NIaVkj,$50000.00,0,0
163,rkulas4i,c0jNCmQ,$50000.00,0,0
164,ibayle4j,5AigciSRk,$50000.00,0,0
165,passiratti4k,OaT22r,$50000.00,0,0
166,mmaciaszczyk4l,eMuFv9RXpD11,$50000.00,0,0
167,thandscomb4m,D0mDQTN,$50000.00,0,0
168,clawley4n,r8TLcwTIG,$50000.00,0,0
169,idowden4o,euCBekUlyoG8,$50000.00,0,0
170,skerrane4p,cr7Y31H,$50000.00,0,0
171,mdottrell4q,iQxC9g84Ap,$50000.00,0,0
172,gjentges4r,TEhSb9Z,$50000.00,0,0
173,lcaller4s,VvdU353Kx,$50000.00,0,0
174,ppickle4t,qsB1b3z6,$50000.00,0,0
175,jleadbetter4u,y6kim7hlTC,$50000.00,0,0
176,pchamley4v,TRvpYN5NXboq,$50000.00,0,0
177,jfellgatt4w,uQTr7Bl5,$50000.00,0,0
178,rcarrett4x,SCXQA5g13F,$50000.00,0,0
179,sstreat4y,HAP3TE1,$50000.00,0,0
180,tteffrey4z,RWvHrx0J,$50000.00,0,0
181,spalethorpe50,G8lzOb,$50000.00,0,0
182,murling51,BHy9cfob0,$50000.00,0,0
183,cduffield52,8iAcIoZ,$50000.00,0,0
184,nclipson53,HdMAwq9Np4,$50000.00,0,0
185,bdurkin54,EHMg0VT,$50000.00,0,0
186,gmarkel55,rMxQJjH,$50000.00,0,0
187,rpirelli56,lgGkIZ,$50000.00,0,0
188,smuddicliffe57,vLe4Ah,$50000.00,0,0
189,csolland58,nRZsfMOEAX,$50000.00,0,0
190,cchristou59,CF1YLaN,$50000.00,0,0
191,sellett5a,9Kle973FCr,$50000.00,0,0
192,ydedomenico5b,xgpSHd,$50000.00,0,0
193,dmacneely5c,bXJQaF,$50000.00,0,0
194,ahaskur5d,rhlDwm3M,$50000.00,0,0
195,cchattelaine5e,6G83eW,$50000.00,0,0
196,bbeavan5f,Iit675f1t,$50000.00,0,0
197,dsaile5g,yweQpxZe,$50000.00,0,0
198,sdarco5h,Ap5shB6UL,$50000.00,0,0
199,epuddefoot5i,Bzk9KG,$50000.00,0,0
200,gchesterman5j,g4ribK5GN,$50000.00,0,0
201,rboatman5k,ldmu3vQi3IP,$50000.00,0,0
202,gbunston5l,HpvaIhtlp4XY,$50000.00,0,0
203,vforst5m,tbBEB0N2,$50000.00,0,0
204,lkesper5n,RSHo7DT,$50000.00,0,0
205,lvaneev5o,vB9lNDcnm,$50000.00,0,0
206,lsynan5p,uEcjWhy3nNbx,$50000.00,0,0
207,etyhurst5q,vp5U0huKxiXT,$50000.00,0,0
208,dstidworthy5r,025er4Ns,$50000.00,0,0
209,nsoffe5s,TP1wR5rZY,$50000.00,0,0
210,btoseland5t,LQXH2ErVn2IB,$50000.00,0,0
211,jlindback5u,aqU1IGa,$50000.00,0,0
212,ntedorenko5v,3SivGc,$50000.00,0,0
213,iglavias5w,Hlevv4qrv,$50000.00,0,0
214,scamlin5x,zd1XLcl9CV9,$50000.00,0,0
215,meddowis5y,Cxf2eVWSHScL,$50000.00,0,0
216,jbaglan5z,2FOaFY,$50000.00,0,0
217,ccordaroy60,741ScAeYi,$50000.00,0,0
218,bwildman61,K07pJ9LC5A,$50000.00,0,0
219,gsharpe62,TMbc4E4AE,$50000.00,0,0
220,cdilon63,LOc6SeAxBpS,$50000.00,0,0
221,latwool64,ZffJgL6,$50000.00,0,0
222,eabbots65,q5OysWq,$50000.00,0,0
223,dtuckie66,NK5uRyAfAHaK,$50000.00,0,0
224,psiviter67,7De7kBDmETu7,$50000.00,0,0
225,wbiddell68,k5wY9NMT9q,$50000.00,0,0
226,dsaul69,IPTTESdWSs,$50000.00,0,0
227,mdalziell6a,C9O7Tzt,$50000.00,0,0
228,dlamberton6b,v5PadHpfz,$50000.00,0,0
229,etrigwell6c,Yt2GjN5Xhz,$50000.00,0,0
230,abrumpton6d,6u6qwo,$50000.00,0,0
231,lfarrimond6e,SgTpxRFbu4Ym,$50000.00,0,0
232,jworg6f,zHhM1m,$50000.00,0,0
233,tthomann6g,1LPkMKR,$50000.00,0,0
234,zmoehle6h,J2Tw5QN,$50000.00,0,0
235,hswindells6i,qeF1qia5s,$50000.00,0,0
236,cizachik6j,POKb2y,$50000.00,0,0
237,bbailes6k,Dk7yCaNgw,$50000.00,0,0
238,jtirone6l,tiQMGy7B,$50000.00,0,0
239,glapley6m,hrWGIMMP,$50000.00,0,0
240,heastway6n,QmC9zsI2zpqf,$50000.00,0,0
241,rsidebotham6o,e9wt20m0,$50000.00,0,0
242,mtomasz6p,fn6dU7x0,$50000.00,0,0
243,rstannus6q,RLn8a6YDMgc1,$50000.00,0,0
244,rbaldazzi6r,rb7acnizsw,$50000.00,0,0
245,bberni6s,3SrvI66jS16V,$50000.00,0,0
246,mballchin6t,Tco4kYPw,$50000.00,0,0
247,ghurren6u,34Zhhiqp8WNI,$50000.00,0,0
248,cfardon6v,vdVPiXvYw4K,$50000.00,0,0
249,cpoulter6w,EwhugGfG44,$50000.00,0,0
250,mhaddrill6x,LoZ19QpR5J,$50000.00,0,0
251,ebengle6y,SNzOv2,$50000.00,0,0
252,sleupold6z,vDl3PvLMbW,$50000.00,0,0
253,speppett70,yoMc8O,$50000.00,0,0
254,dbotwright71,PWwj7TkV,$50000.00,0,0
255,prebanks72,jMUOjS2Im,$50000.00,0,0
256,cgladdish73,alcZpHZm,$50000.00,0,0
257,rfitzgeorge74,Agap9mmD,$50000.00,0,0
258,jbrisard75,CbhZFjKbLz,$50000.00,0,0
259,gdezamora76,dKhNfji7EMm,$50000.00,0,0
260,cmessam77,E1EKwuMz4u,$50000.00,0,0
261,csibbson78,szJAPhqROsH,$50000.00,0,0
262,nchristofor79,MzHBVFCJwy,$50000.00,0,0
263,mburrows7a,0GvXN5g93,$50000.00,0,0
264,dcummine7b,4oE8Se,$50000.00,0,0
265,gtunaclift7c,lYjD6GRq,$50000.00,0,0
266,tperrin7d,PCwnGwnMhYfB,$50000.00,0,0
267,bpapez7e,leRG47Sk,$50000.00,0,0
268,gderill7f,tDDlWoF5U,$50000.00,0,0
269,raviss7g,pmeUArvOroH,$50000.00,0,0
270,yparkins7h,85gBtH,$50000.00,0,0
271,gwandrach7i,MzC1Rcb,$50000.00,0,0
272,mquinnette7j,u0Z3TlN9,$50000.00,0,0
273,hhurndall7k,w7YD4kTPUiMY,$50000.00,0,0
274,vweavers7l,qQcnLGBESG9l,$50000.00,0,0
275,mhoulworth7m,aPfJvYbyj,$50000.00,0,0
276,cbevens7n,jWOe4cOxJ,$50000.00,0,0
277,afloyde7o,oMW1ebeUxY,$50000.00,0,0
278,iboycott7p,01HDfeubkZ,$50000.00,0,0
279,lwestphalen7q,iJCoUTI,$50000.00,0,0
280,lstansby7r,kQCDmT41Kdcv,$50000.00,0,0
281,wphilippet7s,kndzcY0yH5K8,$50000.00,0,0
282,bandrosik7t,8oj0gkl,$50000.00,0,0
283,ahempshall7u,SSUFKAju81,$50000.00,0,0
284,dbosnell7v,iH1bivI1uQDc,$50000.00,0,0
285,aswanbourne7w,2GfZze,$50000.00,0,0
286,iiskowicz7x,5sfJwYIdN,$50000.00,0,0
287,rkimbell7y,iptb1lUK,$50000.00,0,0
288,bturner7z,rKUlh3TxCr,$50000.00,0,0
289,adealmeida80,m0mnWbxg3g,$50000.00,0,0
290,dwhatley81,4AXibbLum,$50000.00,0,0
291,jingliss82,bQgbPhN3K,$50000.00,0,0
292,agroven83,gSlwkNeR7PIF,$50000.00,0,0
293,kmcdougall84,tZB0hDQ,$50000.00,0,0
294,jpryke85,mOrCvLEBiPT,$50000.00,0,0
295,lmorphey86,llGNywIQDN,$50000.00,0,0
296,tludlamme87,lxWyRb1e9,$50000.00,0,0
297,lpetrowsky88,BSkLlQfVxy5,$50000.00,0,0
298,ctarborn89,ClBAPI,$50000.00,0,0
299,pchazette8a,H3OjYXNcd9,$50000.00,0,0
300,dbew8b,ll86E3KKDQ,$50000.00,0,0
301,lkiendl8c,0NRNEDvP,$50000.00,0,0
302,gpodbury8d,dRhtsLK8XL,$50000.00,0,0
303,bcorradetti8e,YGqyWFY26ITa,$50000.00,0,0
304,hgiacomozzo8f,ulxmqLQmYDrN,$50000.00,0,0
305,smulchrone8g,7pcizGQVAE,$50000.00,0,0
306,lhoff8h,XrZXNLZFUQ,$50000.00,0,0
307,bospellissey8i,KXRa153bENm,$50000.00,0,0
308,tbroxap8j,GgLcbk0HlBS,$50000.00,0,0
309,cwaterhous8k,W1IhVX,$50000.00,0,0
310,bsimonich8l,dN5uv9yU1k,$50000.00,0,0
311,mprinett8m,IbvmUiJsbOwb,$50000.00,0,0
312,mburchill8n,ytygWxFkz7F,$50000.00,0,0
313,egodehardsf8o,JPCUnNi6qmZ,$50000.00,0,0
314,narlow8p,XWxQ1xiC,$50000.00,0,0
315,fmcgeffen8q,nDgxFvuOp2,$50000.00,0,0
316,mruggiero8r,9JDbfd1h,$50000.00,0,0
317,abaudet8s,YoLyRP9J0t,$50000.00,0,0
318,ygermain8t,WxibUNQ4PxBL,$50000.00,0,0
319,smapletoft8u,86bk78b,$50000.00,0,0
320,tmckeney8v,32d6uQQM,$50000.00,0,0
321,nmitskevich8w,SYGWvm,$50000.00,0,0
322,kbignal8x,DPrEAfI1TYK,$50000.00,0,0
323,lannis8y,wVVfRePx,$50000.00,0,0
324,glindsell8z,UdsWPK,$50000.00,0,0
325,elemmanbie90,u5fjCP1yTUN,$50000.00,0,0
326,mlafontaine91,5YAb9aROZ,$50000.00,0,0
327,mpluthero92,f9J5C1rULdcn,$50000.00,0,0
328,ewigg93,SrEcLz2Ghq,$50000.00,0,0
329,mrimour94,dn2O323,$50000.00,0,0
330,lwillshear95,KyZZRKoZ9,$50000.00,0,0
331,cmatias96,kok0p3LhyYaR,$50000.00,0,0
332,nfeeny97,ZZSj32PrOo1,$50000.00,0,0
333,mstenner98,ZRDiaC3ZUMLH,$50000.00,0,0
334,floudwell99,aDIGqL,$50000.00,0,0
335,dcaw9a,rF6cqJm,$50000.00,0,0
336,kleverich9b,2mGYDe,$50000.00,0,0
337,gweerdenburg9c,x9p0paJ0gEYA,$50000.00,0,0
338,cmiddell9d,LsOMxf2Q,$50000.00,0,0
339,hcaller9e,0zbanQ0f,$50000.00,0,0
340,jbrudenell9f,3SDFR2yr4zoU,$50000.00,0,0
341,kreiglar9g,J54P2x,$50000.00,0,0
342,zsay9h,WE4VwNAFfebT,$50000.00,0,0
343,barchambault9i,vWdBjeR,$50000.00,0,0
344,jhaggith9j,nabaMU6j8,$50000.00,0,0
345,sskirving9k,6JFF5HsgG3e,$50000.00,0,0
346,rlayton9l,nGhpokuSoE9,$50000.00,0,0
347,detheredge9m,ZKNY5zIHu,$50000.00,0,0
348,dnorthin9n,r5pwbZR0Yi,$50000.00,0,0
349,cwellstood9o,gffNd0sd,$50000.00,0,0
350,scarson9p,prMpirfQEImL,$50000.00,0,0
351,grobertz9q,1gfN9XDoWd,$50000.00,0,0
352,nwitz9r,qaAUbWk,$50000.00,0,0
353,istonham9s,t34nxH,$50000.00,0,0
354,krappaport9t,WJmyA4,$50000.00,0,0
355,vianitti9u,4cXkXH,$50000.00,0,0
356,mfarady9v,AV5CHw,$50000.00,0,0
357,dfidian9w,Y0vO5yFpJK3Z,$50000.00,0,0
358,sconduit9x,HB4r7uZ,$50000.00,0,0
359,slockitt9y,O12VKIWp,$50000.00,0,0
360,tlarkings9z,zM5nWU2JF9,$50000.00,0,0
361,kcurnowa0,MClY0pJf3n,$50000.00,0,0
362,rfrankea1,xTgUcU7t5Da,$50000.00,0,0
363,hramarda2,zmha8K8Bl,$50000.00,0,0
364,bfancea3,LlE3BvV2lM,$50000.00,0,0
365,mcaunta4,pvEY9B6CE2T,$50000.00,0,0
366,hnorgatea5,xWE1t897,$50000.00,0,0
367,mbreckona6,QMuzRekzZFc,$50000.00,0,0
368,jplowmana7,TUbCLL9,$50000.00,0,0
369,estearnsa8,1KozhojH2,$50000.00,0,0
370,hbittena9,LbbLeRlm,$50000.00,0,0
371,rchoppingaa,0HCg0bVx4,$50000.00,0,0
372,cbickellab,GqxeVRj,$50000.00,0,0
373,hstroobantac,U13zZzBn9o5,$50000.00,0,0
374,alindnerad,DsBZ3c,$50000.00,0,0
375,htyttertonae,N1M5GgX3G,$50000.00,0,0
376,peudallaf,ea7hgH7,$50000.00,0,0
377,lstoteag,fOYqEqlIdP,$50000.00,0,0
378,lhumphrysah,eg85Uc2oq7,$50000.00,0,0
379,hpiffordai,PledrRqH1njI,$50000.00,0,0
380,gverdeyaj,2a6sdc4mxGVQ,$50000.00,0,0
381,lrosellak,E1rTcB,$50000.00,0,0
382,rwyseal,YehapFjkHWc,$50000.00,0,0
383,lbrabanam,USGGhnz,$50000.00,0,0
384,acowlingan,VfzyM6wGnX,$50000.00,0,0
385,drichardetao,gaZOEL8QIJ,$50000.00,0,0
386,pmoonap,I7R03hD,$50000.00,0,0
387,nsetteraq,WQBvdGQsaJS,$50000.00,0,0
388,cmacphailar,t9hFhYfXVR,$50000.00,0,0
389,ademullettas,J9QNkL,$50000.00,0,0
390,imcilriachat,Vgt0g2,$50000.00,0,0
391,djostanau,Cw15vXwM,$50000.00,0,0
392,jsousaav,zIR7wemI,$50000.00,0,0
393,cgiriardelliaw,cxT4MsfO6N,$50000.00,0,0
394,edearnlyax,TC2DRY30XJR5,$50000.00,0,0
395,jhebbleay,rfCAtf,$50000.00,0,0
396,dhuskaz,J0OA00aUkY,$50000.00,0,0
397,nchewb0,PcT0v5,$50000.00,0,0
398,echalfainb1,MTFiCRl,$50000.00,0,0
399,adreweb2,U10XUoFwm5x,$50000.00,0,0
400,btattershawb3,n8kVNnl2,$50000.00,0,0
401,rforrestillb4,GXvNo8,$50000.00,0,0
402,cbellhouseb5,PMm9OMaMd0,$50000.00,0,0
403,bfenwickb6,ln31kCaEDk,$50000.00,0,0
404,hworswickb7,6SydHu8CIO,$50000.00,0,0
405,chadrillb8,RDyjBa0,$50000.00,0,0
406,lboeckeb9,L9RIGTAt,$50000.00,0,0
407,kkasparba,4suC7IUog4uj,$50000.00,0,0
408,malbertsbb,AaDlc5Qh,$50000.00,0,0
409,gslymbc,rbgaxjT,$50000.00,0,0
410,aburrellsbd,VFKMAVWza,$50000.00,0,0
411,ppeploebe,Lb2vMd,$50000.00,0,0
412,aescalerabf,pgxblFtojQUw,$50000.00,0,0
413,rknottonbg,lpsTqgKpLo0,$50000.00,0,0
414,jkidsleybh,UKynva7yaUJ8,$50000.00,0,0
415,tbrestonbi,vuxCJObN,$50000.00,0,0
416,hcoveneybj,OTHVjPfE,$50000.00,0,0
417,avaheybk,h69lNdH7gPM,$50000.00,0,0
418,jkiosselbl,oSCNjVQaL6uv,$50000.00,0,0
419,jleneybm,CA6lUsC3p5,$50000.00,0,0
420,asauratbn,hA7Qakd,$50000.00,0,0
421,hnisiusbo,AcDK2D,$50000.00,0,0
422,jromandbp,ipZ2tAgw,$50000.00,0,0
423,wlittlemorebq,fDBxJChg3F,$50000.00,0,0
424,cdigginsbr,Ds5F3Oq9v,$50000.00,0,0
425,aeimbs,Jctbxt2Ude,$50000.00,0,0
426,cbeauvaisbt,PsJJXHqCHqW9,$50000.00,0,0
427,twadlybu,7S9AwKrkfWc,$50000.00,0,0
428,pnaultybv,92KZvxceWa,$50000.00,0,0
429,ekeywoodbw,cFNzYV,$50000.00,0,0
430,lbertomeubx,KieUBVz,$50000.00,0,0
431,vnormanvilleby,wegFcwg,$50000.00,0,0
432,dtzarbz,HAIvyI2,$50000.00,0,0
433,memmsc0,dHrmLaD,$50000.00,0,0
434,rpayleyc1,EZA5w0RD,$50000.00,0,0
435,dbaggallyc2,N5VWOU,$50000.00,0,0
436,tselbiec3,rzlPhAtw7c,$50000.00,0,0
437,hstannusc4,hts1RGf7,$50000.00,0,0
438,egaitonec5,kgIvqoOODT9e,$50000.00,0,0
439,rtobiasc6,lqgsivhaz,$50000.00,0,0
440,jllorensc7,OJfeDd,$50000.00,0,0
441,nagarc8,tWlWvVIxe78P,$50000.00,0,0
442,ctollitc9,asUpMN8J,$50000.00,0,0
443,asharplingca,p9P7uH3,$50000.00,0,0
444,nyaldencb,uzOhwzl2j56k,$50000.00,0,0
445,shackfordcc,MaYLqKZ,$50000.00,0,0
446,lredmondcd,JddtxpA,$50000.00,0,0
447,cpehrssonce,2zcsb6Qwf1ER,$50000.00,0,0
448,abiagionicf,yN1Ji0mKb5,$50000.00,0,0
449,dskoylescg,9f9cdVxY0bM,$50000.00,0,0
450,dcampesch,Aqsdn3m2tTn,$50000.00,0,0
451,jorgillci,DEz4uv,$50000.00,0,0
452,lcronkshawcj,35LCH2HaJX,$50000.00,0,0
453,senstoneck,TsVf7Wc,$50000.00,0,0
454,plongeacl,Sb4RO64C,$50000.00,0,0
455,apauluzzicm,SPUErIEHBTcB,$50000.00,0,0
456,jbourleycn,sogODmp3Xw,$50000.00,0,0
457,bleederco,sykXYu,$50000.00,0,0
458,cbattincp,drqHBw,$50000.00,0,0
459,egubbincq,8rTsw9YWMxxm,$50000.00,0,0
460,gabbiscr,zngt06lZk,$50000.00,0,0
461,fwindleycs,rgPEpL,$50000.00,0,0
462,cfatscherct,Gs9t822rkr,$50000.00,0,0
463,egeckscu,f61umzb7oBxs,$50000.00,0,0
464,kcanetcv,68crTevqqV,$50000.00,0,0
465,jseatoncw,wmlZbMikECqY,$50000.00,0,0
466,edeeprosecx,HqTZc0cYnm9W,$50000.00,0,0
467,hcoveycy,JAICe6Jq4c1n,$50000.00,0,0
468,ckepecz,JP6LYc1wrd,$50000.00,0,0
469,awilksd0,Qes7HlT,$50000.00,0,0
470,nchristofold1,tQ1egaH,$50000.00,0,0
471,dfishlockd2,4oPZZ1,$50000.00,0,0
472,kdowd3,UEois7,$50000.00,0,0
473,tpaddeleyd4,tXoLBXx,$50000.00,0,0
474,ddowsingd5,4wM5WsSG,$50000.00,0,0
475,dslimmingd6,MXeJt4Kdrm2,$50000.00,0,0
476,akalinked7,GRGDeAA,$50000.00,0,0
477,cchampkinsd8,AwIcrmxPSQt,$50000.00,0,0
478,mmacnaughtond9,WbcuAMnR,$50000.00,0,0
479,bgoodreadda,p1ByCBWgHS,$50000.00,0,0
480,mgoldbourndb,1eL8Q30LhgEe,$50000.00,0,0
481,fcurleydc,XwIzkRHl,$50000.00,0,0
482,gdampierdd,0IJKyQve,$50000.00,0,0
483,saxstonde,bVDNtiOg3B,$50000.00,0,0
