id,username,password,balance,charitysum,closedfingamount
56,acarrivick1j,yGeNu0psc,"$31,118.17","$18,881.83",0
57,ndouch1k,MtkJ1n,"$36,387.07","$13,612.93",0
58,ccondict1l,JKWLoRqiUEhx,"$34,092.43","$15,907.57",0
59,adiamant1m,KR6wDNMfP,"$42,470.27","$7,529.73",0
60,vtommeo1n,g7vH9lY,"$42,298.31","$7,701.69",0
61,bpetow1o,6wXEpjO69Ogc,"$45,972.74","$4,027.26",0
62,arowlands1p,CUqCiji1wb,"$37,407.74","$12,592.26",0
63,gfrenchum1q,R5O3ioFbjM4o,"$34,388.14","$15,611.86",0
64,jhopfner1r,gkBmXkvc6HW,"$37,457.80","$12,542.20",0
65,ebellsham1s,HO7ysazJ,"$36,487.49","$13,512.51",0
66,elanegran1t,c5BacC1eY,"$39,269.54","$10,730.46",0
67,aboyford1u,xHaRFGzyzZx,"$41,185.93","$8,814.07",0
68,etomaszynski1v,CEzSxcY,"$42,457.09","$7,542.91",0
69,groocroft1w,jOlV3ZAna5,"$39,209.39","$10,790.61",0
70,kpolkinhorn1x,hhkEWDBp7p,"$41,858.27","$8,141.73",0
71,apayne1y,mtV6oWCGE,"$45,972.92","$4,027.08",0
73,afurlong20,GneupHL,"$30,455.96","$19,544.04",0
74,sverdon21,ygkoazRk,"$38,334.54","$11,665.46",0
75,igodden22,A1hDIVk,"$34,344.38","$15,655.62",0
76,adalliwatr23,L29vv4cXr3Q5,"$44,367.62","$5,632.38",0
77,cbeardshaw24,l31aDb,"$37,112.05","$12,887.95",0
78,mbrinsford25,LLQBUqqOByX,"$46,773.39","$3,226.61",0
79,echipping26,3duSteS,"$33,120.38","$16,879.62",0
80,oworshall27,SO1NZJ,"$45,744.08","$4,255.92",0
81,jrobson28,4ahzXDKUxyT,"$42,288.83","$7,711.17",0
82,dshropshire29,2IkXJ969Ax,"$39,264.21","$10,735.79",0
83,tcaldera2a,dR4QTI2,"$43,342.55","$6,657.45",0
84,mjados2b,9j1CYVSEMQWp,"$45,996.28","$4,003.72",0
85,tcaldicot2c,zuU1fs4ekA,"$35,614.79","$14,385.21",0
86,lnoller2d,5WZ6ll,"$36,099.69","$13,900.31",0
87,tdymidowski2e,cTmBOrO,"$33,808.36","$16,191.64",0
88,nlissimore2f,nSEDMe,"$40,269.49","$9,730.51",0
89,ptourville2g,KXdkWBS,"$42,535.41","$7,464.59",0
90,kmcmanamon2h,RECyt88Xo,"$45,054.03","$4,945.97",0
91,rmarcussen2i,4tOyFGkoVLGl,"$38,110.03","$11,889.97",0
92,vbeves2j,3vgoWTvT,"$40,893.79","$9,106.21",0
94,edrance2l,5RVPf4Xw,"$42,149.22","$7,850.78",0
95,acorkill2m,x86TvuFkVg,"$41,633.05","$8,366.95",0
96,caddington2n,TjktgdS,"$40,297.30","$9,702.70",0
97,dhidderley2o,dRC4w3Zp,"$38,464.18","$11,535.82",0
98,tmulvany2p,WbaHKPbVtm5,"$39,125.37","$10,874.63",0
99,shampton2q,a50pSqXkKqjq,"$41,631.35","$8,368.65",0
100,bmeriott2r,N1GMe1Iuzc6,"$42,929.09","$7,070.91",0
101,rwoodburne2s,GX2F2j0,"$43,619.75","$6,380.25",0
103,vcaps2u,akjc7pdNOK,"$41,764.52","$8,235.48",0
104,badriani2v,73UxPM6,"$36,105.72","$13,894.28",0
105,prau2w,9p2xM3bdf7b,"$41,408.52","$8,591.48",0
106,drawle2x,q3sHcK4Hi,"$38,850.66","$11,149.34",0
107,elecornu2y,6qCrm6ATP,"$47,764.69","$2,235.31",0
108,yjossel2z,FG9ACc7Ct,"$36,688.40","$13,311.60",0
109,ialman30,kWQ69LNArami,"$34,423.52","$15,576.48",0
110,ftillman31,AOhwq9woP9ut,"$40,428.55","$9,571.45",0
111,pmacsween32,BonWq1,"$41,026.65","$8,973.35",0
112,ecrosse33,khH95BuS,"$39,491.48","$10,508.52",0
113,chalhead34,JmUMSJ,"$41,648.80","$8,351.20",0
114,adoppler35,iRVfVt,"$36,852.62","$13,147.38",0
116,ehug37,FNld4uZy,"$39,811.20","$10,188.80",0
117,asayer38,YB7sr86ad,"$39,639.65","$10,360.35",0
118,pgonnard39,03KrKoBtw4K,"$34,724.19","$15,275.81",0
119,jnolan3a,ONEwTj,"$41,100.73","$8,899.27",0
120,sysson3b,G9yl1guhnZ,"$40,931.37","$9,068.63",0
121,rmorcom3c,F92T1GOa,"$34,454.63","$15,545.37",0
122,chilbourne3d,2SmNCNDwRZZ4,"$46,160.62","$3,839.38",0
123,gbrazener3e,a0fJubBJ,"$45,574.78","$4,425.22",0
124,lmaestrini3f,tO9boOPYU5,"$40,736.26","$9,263.74",0
125,rdulanty3g,pgi5ID4J87pQ,"$32,536.94","$17,463.06",0
126,sbaison3h,lA2ceeN5G1g,"$37,930.42","$12,069.58",0
127,gwrotchford3i,0UTC8grPlP,"$44,940.60","$5,059.40",0
128,mcayet3j,tqwytk,"$39,491.14","$10,508.86",0
129,mnewey3k,5KzRekD,"$47,353.25","$2,646.75",0
130,rboskell3l,vjA1D2AqOAtV,"$42,782.12","$7,217.88",0
131,jogborne3m,X10fMV,"$38,395.45","$11,604.55",0
132,jsulland3n,kMO4WMs,"$45,328.22","$4,671.78",0
133,cnisco3o,PiZRry07X,"$44,547.38","$5,452.62",0
136,gthorsby3r,zpnc8Xp1J8y,"$35,245.39","$14,754.61",0
137,hemerson3s,lE3jGm,"$42,747.41","$7,252.59",0
139,ikeegan3u,JOXcb7UM1,"$44,131.18","$5,868.82",0
140,fgentsch3v,5VTOtWSyP,"$41,692.15","$8,307.85",0
141,jkilcullen3w,KqoZ0ZTK87bV,"$37,051.01","$12,948.99",0
142,jdare3x,5ucGoN6N,"$42,917.93","$7,082.07",0
143,hmacsporran3y,hvyWgHBIi,"$40,200.52","$9,799.48",0
144,bquickfall3z,3Ijoa8NzY7n,"$42,327.30","$7,672.70",0
145,jborrill40,HY8rUFXhJq,"$37,277.37","$12,722.63",0
146,acaro41,iPqkJLy,"$40,664.74","$9,335.26",0
147,fmilvarnie42,fr3vmI,"$31,390.17","$18,609.83",0
148,mdarker43,uyRrZqlu,"$46,134.73","$3,865.27",0
149,afahy44,NEUwpwcTNi,"$46,138.10","$3,861.90",0
150,eleband45,ZDr9XoRDxqvx,"$38,800.89","$11,199.11",0
151,glehrmann46,ZKenAEO42n,"$32,840.21","$17,159.79",0
152,ncrockatt47,mQHKaxdCjzk,"$33,575.18","$16,424.82",0
153,rgroarty48,JbR9j50,"$42,577.74","$7,422.26",0
154,jdilley49,O2GBepc0,"$36,564.03","$13,435.97",0
155,tswindall4a,AItY7oR,"$35,581.92","$14,418.08",0
156,jraecroft4b,eb6BQuB7ybJR,"$44,599.44","$5,400.56",0
157,chaddacks4c,Ybxi7S,"$35,797.64","$14,202.36",0
159,aferney4e,7kcMlQa1zY,"$37,238.59","$12,761.41",0
160,emussen4f,5hULOkAW,"$34,698.57","$15,301.43",0
161,tsyvret4g,mj03Kei,"$38,404.65","$11,595.35",0
162,blovekin4h,Rc6NIaVkj,"$39,067.92","$10,932.08",0
163,rkulas4i,c0jNCmQ,"$41,051.04","$8,948.96",0
164,ibayle4j,5AigciSRk,"$38,739.36","$11,260.64",0
165,passiratti4k,OaT22r,"$37,925.61","$12,074.39",0
166,mmaciaszczyk4l,eMuFv9RXpD11,"$42,822.38","$7,177.62",0
167,thandscomb4m,D0mDQTN,"$46,099.33","$3,900.67",0
168,clawley4n,r8TLcwTIG,"$41,433.85","$8,566.15",0
169,idowden4o,euCBekUlyoG8,"$41,797.84","$8,202.16",0
170,skerrane4p,cr7Y31H,"$42,119.30","$7,880.70",0
171,mdottrell4q,iQxC9g84Ap,"$38,297.53","$11,702.47",0
172,gjentges4r,TEhSb9Z,"$31,732.07","$18,267.93",0
173,lcaller4s,VvdU353Kx,"$35,293.39","$14,706.61",0
174,ppickle4t,qsB1b3z6,"$36,118.02","$13,881.98",0
175,jleadbetter4u,y6kim7hlTC,"$44,454.83","$5,545.17",0
176,pchamley4v,TRvpYN5NXboq,"$36,496.12","$13,503.88",0
177,jfellgatt4w,uQTr7Bl5,"$44,255.86","$5,744.14",0
178,rcarrett4x,SCXQA5g13F,"$36,476.50","$13,523.50",0
179,sstreat4y,HAP3TE1,"$33,458.18","$16,541.82",0
180,tteffrey4z,RWvHrx0J,"$41,547.97","$8,452.03",0
182,murling51,BHy9cfob0,"$41,667.41","$8,332.59",0
183,cduffield52,8iAcIoZ,"$40,948.49","$9,051.51",0
184,nclipson53,HdMAwq9Np4,"$34,355.43","$15,644.57",0
185,bdurkin54,EHMg0VT,"$42,697.29","$7,302.71",0
186,gmarkel55,rMxQJjH,"$36,429.74","$13,570.26",0
187,rpirelli56,lgGkIZ,"$45,823.38","$4,176.62",0
188,smuddicliffe57,vLe4Ah,"$38,067.76","$11,932.24",0
189,csolland58,nRZsfMOEAX,"$42,508.93","$7,491.07",0
190,cchristou59,CF1YLaN,"$35,334.06","$14,665.94",0
191,sellett5a,9Kle973FCr,"$44,003.90","$5,996.10",0
192,ydedomenico5b,xgpSHd,"$44,734.77","$5,265.23",0
193,dmacneely5c,bXJQaF,"$34,738.99","$15,261.01",0
194,ahaskur5d,rhlDwm3M,"$39,960.62","$10,039.38",0
195,cchattelaine5e,6G83eW,"$40,248.99","$9,751.01",0
196,bbeavan5f,Iit675f1t,"$38,747.22","$11,252.78",0
197,dsaile5g,yweQpxZe,"$44,874.28","$5,125.72",0
199,epuddefoot5i,Bzk9KG,"$40,500.66","$9,499.34",0
200,gchesterman5j,g4ribK5GN,"$38,561.15","$11,438.85",0
201,rboatman5k,ldmu3vQi3IP,"$41,152.16","$8,847.84",0
202,gbunston5l,HpvaIhtlp4XY,"$38,598.35","$11,401.65",0
203,vforst5m,tbBEB0N2,"$36,567.36","$13,432.64",0
205,lvaneev5o,vB9lNDcnm,"$44,305.57","$5,694.43",0
206,lsynan5p,uEcjWhy3nNbx,"$34,289.14","$15,710.86",0
207,etyhurst5q,vp5U0huKxiXT,"$40,553.40","$9,446.60",0
208,dstidworthy5r,025er4Ns,"$37,317.98","$12,682.02",0
209,nsoffe5s,TP1wR5rZY,"$46,477.35","$3,522.65",0
211,jlindback5u,aqU1IGa,"$47,903.15","$2,096.85",0
212,ntedorenko5v,3SivGc,"$48,349.63","$1,650.37",0
213,iglavias5w,Hlevv4qrv,"$31,742.51","$18,257.49",0
214,scamlin5x,zd1XLcl9CV9,"$40,167.39","$9,832.61",0
215,meddowis5y,Cxf2eVWSHScL,"$36,062.65","$13,937.35",0
216,jbaglan5z,2FOaFY,"$32,853.77","$17,146.23",0
217,ccordaroy60,741ScAeYi,"$42,663.29","$7,336.71",0
218,bwildman61,K07pJ9LC5A,"$46,094.14","$3,905.86",0
219,gsharpe62,TMbc4E4AE,"$41,763.56","$8,236.44",0
220,cdilon63,LOc6SeAxBpS,"$41,413.33","$8,586.67",0
221,latwool64,ZffJgL6,"$48,097.14","$1,902.86",0
222,eabbots65,q5OysWq,"$37,068.65","$12,931.35",0
223,dtuckie66,NK5uRyAfAHaK,"$34,462.28","$15,537.72",0
224,psiviter67,7De7kBDmETu7,"$44,738.75","$5,261.25",0
225,wbiddell68,k5wY9NMT9q,"$46,627.81","$3,372.19",0
226,dsaul69,IPTTESdWSs,"$41,440.76","$8,559.24",0
227,mdalziell6a,C9O7Tzt,"$43,201.42","$6,798.58",0
228,dlamberton6b,v5PadHpfz,"$37,281.04","$12,718.96",0
229,etrigwell6c,Yt2GjN5Xhz,"$35,704.74","$14,295.26",0
230,abrumpton6d,6u6qwo,"$37,798.46","$12,201.54",0
232,jworg6f,zHhM1m,"$37,799.94","$12,200.06",0
233,tthomann6g,1LPkMKR,"$44,298.16","$5,701.84",0
234,zmoehle6h,J2Tw5QN,"$37,638.69","$12,361.31",0
235,hswindells6i,qeF1qia5s,"$44,533.14","$5,466.86",0
236,cizachik6j,POKb2y,"$46,620.42","$3,379.58",0
237,bbailes6k,Dk7yCaNgw,"$38,210.52","$11,789.48",0
238,jtirone6l,tiQMGy7B,"$43,673.40","$6,326.60",0
239,glapley6m,hrWGIMMP,"$38,270.30","$11,729.70",0
240,heastway6n,QmC9zsI2zpqf,"$43,305.70","$6,694.30",0
241,rsidebotham6o,e9wt20m0,"$43,187.03","$6,812.97",0
242,mtomasz6p,fn6dU7x0,"$41,691.92","$8,308.08",0
243,rstannus6q,RLn8a6YDMgc1,"$40,079.48","$9,920.52",0
244,rbaldazzi6r,rb7acnizsw,"$45,037.10","$4,962.90",0
245,bberni6s,3SrvI66jS16V,"$48,459.28","$1,540.72",0
246,mballchin6t,Tco4kYPw,"$37,042.04","$12,957.96",0
247,ghurren6u,34Zhhiqp8WNI,"$42,688.71","$7,311.29",0
248,cfardon6v,vdVPiXvYw4K,"$36,111.16","$13,888.84",0
249,cpoulter6w,EwhugGfG44,"$39,243.84","$10,756.16",0
250,mhaddrill6x,LoZ19QpR5J,"$42,406.54","$7,593.46",0
251,ebengle6y,SNzOv2,"$37,203.83","$12,796.17",0
253,speppett70,yoMc8O,"$33,781.86","$16,218.14",0
254,dbotwright71,PWwj7TkV,"$41,712.47","$8,287.53",0
255,prebanks72,jMUOjS2Im,"$36,190.34","$13,809.66",0
256,cgladdish73,alcZpHZm,"$45,207.60","$4,792.40",0
257,rfitzgeorge74,Agap9mmD,"$39,552.29","$10,447.71",0
258,jbrisard75,CbhZFjKbLz,"$35,436.22","$14,563.78",0
259,gdezamora76,dKhNfji7EMm,"$36,892.77","$13,107.23",0
260,cmessam77,E1EKwuMz4u,"$38,502.32","$11,497.68",0
261,csibbson78,szJAPhqROsH,"$39,736.15","$10,263.85",0
262,nchristofor79,MzHBVFCJwy,"$44,744.35","$5,255.65",0
263,mburrows7a,0GvXN5g93,"$41,008.04","$8,991.96",0
264,dcummine7b,4oE8Se,"$45,992.54","$4,007.46",0
265,gtunaclift7c,lYjD6GRq,"$40,237.18","$9,762.82",0
266,tperrin7d,PCwnGwnMhYfB,"$43,289.29","$6,710.71",0
267,bpapez7e,leRG47Sk,"$46,230.00","$3,770.00",0
268,gderill7f,tDDlWoF5U,"$46,695.06","$3,304.94",0
269,raviss7g,pmeUArvOroH,"$40,081.66","$9,918.34",0
270,yparkins7h,85gBtH,"$36,186.37","$13,813.63",0
271,gwandrach7i,MzC1Rcb,"$36,280.67","$13,719.33",0
272,mquinnette7j,u0Z3TlN9,"$44,496.42","$5,503.58",0
274,vweavers7l,qQcnLGBESG9l,"$41,175.77","$8,824.23",0
275,mhoulworth7m,aPfJvYbyj,"$44,965.10","$5,034.90",0
276,cbevens7n,jWOe4cOxJ,"$41,325.88","$8,674.12",0
278,iboycott7p,01HDfeubkZ,"$37,088.64","$12,911.36",0
280,lstansby7r,kQCDmT41Kdcv,"$36,797.57","$13,202.43",0
281,wphilippet7s,kndzcY0yH5K8,"$47,509.92","$2,490.08",0
282,bandrosik7t,8oj0gkl,"$40,008.47","$9,991.53",0
283,ahempshall7u,SSUFKAju81,"$33,432.33","$16,567.67",0
284,dbosnell7v,iH1bivI1uQDc,"$40,564.72","$9,435.28",0
285,aswanbourne7w,2GfZze,"$37,236.51","$12,763.49",0
286,iiskowicz7x,5sfJwYIdN,"$45,577.82","$4,422.18",0
287,rkimbell7y,iptb1lUK,"$47,495.04","$2,504.96",0
288,bturner7z,rKUlh3TxCr,"$37,043.40","$12,956.60",0
289,adealmeida80,m0mnWbxg3g,"$41,406.31","$8,593.69",0
290,dwhatley81,4AXibbLum,"$35,292.07","$14,707.93",0
291,jingliss82,bQgbPhN3K,"$41,844.90","$8,155.10",0
292,agroven83,gSlwkNeR7PIF,"$36,964.21","$13,035.79",0
293,kmcdougall84,tZB0hDQ,"$31,617.74","$18,382.26",0
294,jpryke85,mOrCvLEBiPT,"$40,376.78","$9,623.22",0
295,lmorphey86,llGNywIQDN,"$41,511.17","$8,488.83",0
296,tludlamme87,lxWyRb1e9,"$42,369.06","$7,630.94",0
297,lpetrowsky88,BSkLlQfVxy5,"$34,726.93","$15,273.07",0
298,ctarborn89,ClBAPI,"$43,911.21","$6,088.79",0
299,pchazette8a,H3OjYXNcd9,"$38,323.89","$11,676.11",0
300,dbew8b,ll86E3KKDQ,"$41,885.94","$8,114.06",0
301,lkiendl8c,0NRNEDvP,"$38,460.94","$11,539.06",0
302,gpodbury8d,dRhtsLK8XL,"$38,870.99","$11,129.01",0
303,bcorradetti8e,YGqyWFY26ITa,"$38,252.69","$11,747.31",0
305,smulchrone8g,7pcizGQVAE,"$36,853.12","$13,146.88",0
306,lhoff8h,XrZXNLZFUQ,"$43,110.77","$6,889.23",0
307,bospellissey8i,KXRa153bENm,"$33,105.49","$16,894.51",0
308,tbroxap8j,GgLcbk0HlBS,"$38,155.05","$11,844.95",0
309,cwaterhous8k,W1IhVX,"$34,951.01","$15,048.99",0
310,bsimonich8l,dN5uv9yU1k,"$36,072.29","$13,927.71",0
312,mburchill8n,ytygWxFkz7F,"$41,354.59","$8,645.41",0
313,egodehardsf8o,JPCUnNi6qmZ,"$45,929.01","$4,070.99",0
314,narlow8p,XWxQ1xiC,"$47,648.35","$2,351.65",0
315,fmcgeffen8q,nDgxFvuOp2,"$38,520.13","$11,479.87",0
316,mruggiero8r,9JDbfd1h,"$36,324.51","$13,675.49",0
317,abaudet8s,YoLyRP9J0t,"$38,985.36","$11,014.64",0
318,ygermain8t,WxibUNQ4PxBL,"$36,257.21","$13,742.79",0
319,smapletoft8u,86bk78b,"$46,303.97","$3,696.03",0
320,tmckeney8v,32d6uQQM,"$39,892.39","$10,107.61",0
321,nmitskevich8w,SYGWvm,"$34,415.04","$15,584.96",0
322,kbignal8x,DPrEAfI1TYK,"$42,487.07","$7,512.93",0
323,lannis8y,wVVfRePx,"$37,416.56","$12,583.44",0
324,glindsell8z,UdsWPK,"$39,115.69","$10,884.31",0
325,elemmanbie90,u5fjCP1yTUN,"$46,214.01","$3,785.99",0
326,mlafontaine91,5YAb9aROZ,"$36,337.68","$13,662.32",0
327,mpluthero92,f9J5C1rULdcn,"$42,087.77","$7,912.23",0
328,ewigg93,SrEcLz2Ghq,"$44,326.79","$5,673.21",0
329,mrimour94,dn2O323,"$37,795.21","$12,204.79",0
330,lwillshear95,KyZZRKoZ9,"$36,465.96","$13,534.04",0
331,cmatias96,kok0p3LhyYaR,"$47,480.88","$2,519.12",0
333,mstenner98,ZRDiaC3ZUMLH,"$43,198.59","$6,801.41",0
334,floudwell99,aDIGqL,"$42,451.28","$7,548.72",0
335,dcaw9a,rF6cqJm,"$41,802.91","$8,197.09",0
336,kleverich9b,2mGYDe,"$46,090.45","$3,909.55",0
337,gweerdenburg9c,x9p0paJ0gEYA,"$42,389.10","$7,610.90",0
338,cmiddell9d,LsOMxf2Q,"$39,366.72","$10,633.28",0
339,hcaller9e,0zbanQ0f,"$42,492.94","$7,507.06",0
340,jbrudenell9f,3SDFR2yr4zoU,"$37,957.43","$12,042.57",0
342,zsay9h,WE4VwNAFfebT,"$46,431.39","$3,568.61",0
344,jhaggith9j,nabaMU6j8,"$38,826.03","$11,173.97",0
345,sskirving9k,6JFF5HsgG3e,"$44,505.74","$5,494.26",0
346,rlayton9l,nGhpokuSoE9,"$30,520.82","$19,479.18",0
347,detheredge9m,ZKNY5zIHu,"$45,418.81","$4,581.19",0
348,dnorthin9n,r5pwbZR0Yi,"$44,402.52","$5,597.48",0
349,cwellstood9o,gffNd0sd,"$47,748.49","$2,251.51",0
350,scarson9p,prMpirfQEImL,"$39,590.07","$10,409.93",0
351,grobertz9q,1gfN9XDoWd,"$37,373.93","$12,626.07",0
352,nwitz9r,qaAUbWk,"$39,870.60","$10,129.40",0
353,istonham9s,t34nxH,"$39,896.47","$10,103.53",0
354,krappaport9t,WJmyA4,"$35,593.99","$14,406.01",0
356,mfarady9v,AV5CHw,"$37,695.00","$12,305.00",0
357,dfidian9w,Y0vO5yFpJK3Z,"$40,701.54","$9,298.46",0
360,tlarkings9z,zM5nWU2JF9,"$32,313.18","$17,686.82",0
361,kcurnowa0,MClY0pJf3n,"$33,491.01","$16,508.99",0
362,rfrankea1,xTgUcU7t5Da,"$41,093.75","$8,906.25",0
363,hramarda2,zmha8K8Bl,"$43,360.67","$6,639.33",0
364,bfancea3,LlE3BvV2lM,"$48,128.52","$1,871.48",0
365,mcaunta4,pvEY9B6CE2T,"$40,265.02","$9,734.98",0
366,hnorgatea5,xWE1t897,"$34,595.96","$15,404.04",0
367,mbreckona6,QMuzRekzZFc,"$44,185.19","$5,814.81",0
368,jplowmana7,TUbCLL9,"$45,179.92","$4,820.08",0
369,estearnsa8,1KozhojH2,"$43,846.75","$6,153.25",0
370,hbittena9,LbbLeRlm,"$45,126.21","$4,873.79",0
371,rchoppingaa,0HCg0bVx4,"$36,280.41","$13,719.59",0
372,cbickellab,GqxeVRj,"$36,187.98","$13,812.02",0
373,hstroobantac,U13zZzBn9o5,"$38,741.83","$11,258.17",0
374,alindnerad,DsBZ3c,"$40,658.70","$9,341.30",0
375,htyttertonae,N1M5GgX3G,"$33,861.12","$16,138.88",0
376,peudallaf,ea7hgH7,"$37,107.55","$12,892.45",0
377,lstoteag,fOYqEqlIdP,"$40,917.83","$9,082.17",0
378,lhumphrysah,eg85Uc2oq7,"$42,456.49","$7,543.51",0
379,hpiffordai,PledrRqH1njI,"$40,990.83","$9,009.17",0
380,gverdeyaj,2a6sdc4mxGVQ,"$44,459.64","$5,540.36",0
381,lrosellak,E1rTcB,"$36,882.59","$13,117.41",0
382,rwyseal,YehapFjkHWc,"$39,223.69","$10,776.31",0
383,lbrabanam,USGGhnz,"$31,430.33","$18,569.67",0
384,acowlingan,VfzyM6wGnX,"$38,323.01","$11,676.99",0
385,drichardetao,gaZOEL8QIJ,"$39,827.83","$10,172.17",0
386,pmoonap,I7R03hD,"$41,235.63","$8,764.37",0
387,nsetteraq,WQBvdGQsaJS,"$42,568.45","$7,431.55",0
388,cmacphailar,t9hFhYfXVR,"$37,669.50","$12,330.50",0
389,ademullettas,J9QNkL,"$33,401.73","$16,598.27",0
390,imcilriachat,Vgt0g2,"$40,991.50","$9,008.50",0
391,djostanau,Cw15vXwM,"$40,314.01","$9,685.99",0
392,jsousaav,zIR7wemI,"$40,055.46","$9,944.54",0
393,cgiriardelliaw,cxT4MsfO6N,"$38,694.29","$11,305.71",0
394,edearnlyax,TC2DRY30XJR5,"$37,883.02","$12,116.98",0
395,jhebbleay,rfCAtf,"$47,542.59","$2,457.41",0
396,dhuskaz,J0OA00aUkY,"$43,167.14","$6,832.86",0
397,nchewb0,PcT0v5,"$40,328.96","$9,671.04",0
398,echalfainb1,MTFiCRl,"$40,004.85","$9,995.15",0
399,adreweb2,U10XUoFwm5x,"$43,212.16","$6,787.84",0
400,btattershawb3,n8kVNnl2,"$33,839.01","$16,160.99",0
401,rforrestillb4,GXvNo8,"$30,671.94","$19,328.06",0
402,cbellhouseb5,PMm9OMaMd0,"$40,037.87","$9,962.13",0
403,bfenwickb6,ln31kCaEDk,"$49,152.67",$847.33,0
404,hworswickb7,6SydHu8CIO,"$38,664.55","$11,335.45",0
407,kkasparba,4suC7IUog4uj,"$30,824.89","$19,175.11",0
408,malbertsbb,AaDlc5Qh,"$44,024.36","$5,975.64",0
409,gslymbc,rbgaxjT,"$44,357.76","$5,642.24",0
410,aburrellsbd,VFKMAVWza,"$35,451.55","$14,548.45",0
411,ppeploebe,Lb2vMd,"$31,161.93","$18,838.07",0
412,aescalerabf,pgxblFtojQUw,"$33,687.28","$16,312.72",0
413,rknottonbg,lpsTqgKpLo0,"$45,743.26","$4,256.74",0
414,jkidsleybh,UKynva7yaUJ8,"$41,770.64","$8,229.36",0
415,tbrestonbi,vuxCJObN,"$44,462.36","$5,537.64",0
416,hcoveneybj,OTHVjPfE,"$38,706.49","$11,293.51",0
417,avaheybk,h69lNdH7gPM,"$48,742.79","$1,257.21",0
418,jkiosselbl,oSCNjVQaL6uv,"$37,967.99","$12,032.01",0
419,jleneybm,CA6lUsC3p5,"$35,504.63","$14,495.37",0
420,asauratbn,hA7Qakd,"$45,122.78","$4,877.22",0
421,hnisiusbo,AcDK2D,"$36,379.04","$13,620.96",0
422,jromandbp,ipZ2tAgw,"$32,621.99","$17,378.01",0
